Mod:Item:MetaData, Localized Name
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Shadowium Large Plate
tconstruct:large_plate:0, Orichalcos Large Plate
tconstruct:large_plate:0, Molten Meat Large Plate
tconstruct:large_plate:0, Chitin Large Plate
tconstruct:large_plate:0, Vespa Carapace Large Plate
tconstruct:large_plate:0, Scythe Claw Large Plate
tconstruct:large_plate:0, Ectoplasm Large Plate
tconstruct:large_plate:0, Holy Sludge Large Plate
tconstruct:large_plate:0, Ancient Amber Large Plate
tconstruct:large_plate:0, Dark Chitin Large Plate
tconstruct:large_plate:0, Earth Chitin Large Plate
tconstruct:large_plate:0, Fire Chitin Large Plate
tconstruct:large_plate:0, Frost Chitin Large Plate
tconstruct:large_plate:0, Undead Chitin Large Plate
tconstruct:large_plate:0, Big Cat Claw Large Plate
tconstruct:large_plate:0, Shark Tooth Large Plate
tconstruct:large_plate:0, Ancient Silver Large Plate
tconstruct:large_plate:0, Boron Large Plate
tconstruct:large_plate:0, Tough Alloy Large Plate
tconstruct:large_plate:0, Hard Carbon Large Plate
tconstruct:large_plate:0, Boron Nitride Large Plate
tconstruct:large_plate:0, Thorium Large Plate
tconstruct:large_plate:0, Uranium Large Plate
tconstruct:large_plate:0, Magnesium Large Plate
tconstruct:large_plate:0, Chocolate Large Plate
tconstruct:large_plate:0, Ichorium Large Plate
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Umbrium Knife Blade
tconstruct:knife_blade:0, Treated Wood Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:knife_blade:0, Shadowium Knife Blade
tconstruct:knife_blade:0, Orichalcos Knife Blade
tconstruct:knife_blade:0, Molten Meat Knife Blade
tconstruct:knife_blade:0, Chitin Knife Blade
tconstruct:knife_blade:0, Vespa Carapace Knife Blade
tconstruct:knife_blade:0, Scythe Claw Knife Blade
tconstruct:knife_blade:0, Ectoplasm Knife Blade
tconstruct:knife_blade:0, Holy Sludge Knife Blade
tconstruct:knife_blade:0, Ancient Amber Knife Blade
tconstruct:knife_blade:0, Dark Chitin Knife Blade
tconstruct:knife_blade:0, Earth Chitin Knife Blade
tconstruct:knife_blade:0, Fire Chitin Knife Blade
tconstruct:knife_blade:0, Frost Chitin Knife Blade
tconstruct:knife_blade:0, Undead Chitin Knife Blade
tconstruct:knife_blade:0, Big Cat Claw Knife Blade
tconstruct:knife_blade:0, Shark Tooth Knife Blade
tconstruct:knife_blade:0, Ancient Silver Knife Blade
tconstruct:knife_blade:0, Boron Knife Blade
tconstruct:knife_blade:0, Tough Alloy Knife Blade
tconstruct:knife_blade:0, Hard Carbon Knife Blade
tconstruct:knife_blade:0, Boron Nitride Knife Blade
tconstruct:knife_blade:0, Thorium Knife Blade
tconstruct:knife_blade:0, Uranium Knife Blade
tconstruct:knife_blade:0, Magnesium Knife Blade
tconstruct:knife_blade:0, Chocolate Knife Blade
tconstruct:knife_blade:0, Ichorium Knife Blade
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Umbrium Bowlimb
tconstruct:bow_limb:0, Treated Wood Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_limb:0, Shadowium Bowlimb
tconstruct:bow_limb:0, Orichalcos Bowlimb
tconstruct:bow_limb:0, Molten Meat Bowlimb
tconstruct:bow_limb:0, Chitin Bowlimb
tconstruct:bow_limb:0, Vespa Carapace Bowlimb
tconstruct:bow_limb:0, Scythe Claw Bowlimb
tconstruct:bow_limb:0, Ectoplasm Bowlimb
tconstruct:bow_limb:0, Holy Sludge Bowlimb
tconstruct:bow_limb:0, Ancient Amber Bowlimb
tconstruct:bow_limb:0, Dark Chitin Bowlimb
tconstruct:bow_limb:0, Earth Chitin Bowlimb
tconstruct:bow_limb:0, Fire Chitin Bowlimb
tconstruct:bow_limb:0, Frost Chitin Bowlimb
tconstruct:bow_limb:0, Undead Chitin Bowlimb
tconstruct:bow_limb:0, Big Cat Claw Bowlimb
tconstruct:bow_limb:0, Shark Tooth Bowlimb
tconstruct:bow_limb:0, Ancient Silver Bowlimb
tconstruct:bow_limb:0, Boron Bowlimb
tconstruct:bow_limb:0, Tough Alloy Bowlimb
tconstruct:bow_limb:0, Hard Carbon Bowlimb
tconstruct:bow_limb:0, Boron Nitride Bowlimb
tconstruct:bow_limb:0, Thorium Bowlimb
tconstruct:bow_limb:0, Uranium Bowlimb
tconstruct:bow_limb:0, Magnesium Bowlimb
tconstruct:bow_limb:0, Chocolate Bowlimb
tconstruct:bow_limb:0, Ichorium Bowlimb
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:bow_string:0, Hemp Fiber Bowstring
tconstruct:bow_string:0, Curseweave Fabric Bowstring
tconstruct:bow_string:0, Hyphae Bowstring
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Umbrium Arrow Head
tconstruct:arrow_head:0, Treated Wood Arrow Head
tconstruct:arrow_head:0, Constantan Arrow Head
tconstruct:arrow_head:0, Shadowium Arrow Head
tconstruct:arrow_head:0, Orichalcos Arrow Head
tconstruct:arrow_head:0, Molten Meat Arrow Head
tconstruct:arrow_head:0, Chitin Arrow Head
tconstruct:arrow_head:0, Vespa Carapace Arrow Head
tconstruct:arrow_head:0, Scythe Claw Arrow Head
tconstruct:arrow_head:0, Ectoplasm Arrow Head
tconstruct:arrow_head:0, Holy Sludge Arrow Head
tconstruct:arrow_head:0, Ancient Amber Arrow Head
tconstruct:arrow_head:0, Dark Chitin Arrow Head
tconstruct:arrow_head:0, Earth Chitin Arrow Head
tconstruct:arrow_head:0, Fire Chitin Arrow Head
tconstruct:arrow_head:0, Frost Chitin Arrow Head
tconstruct:arrow_head:0, Undead Chitin Arrow Head
tconstruct:arrow_head:0, Big Cat Claw Arrow Head
tconstruct:arrow_head:0, Shark Tooth Arrow Head
tconstruct:arrow_head:0, Ancient Silver Arrow Head
tconstruct:arrow_head:0, Boron Arrow Head
tconstruct:arrow_head:0, Tough Alloy Arrow Head
tconstruct:arrow_head:0, Hard Carbon Arrow Head
tconstruct:arrow_head:0, Boron Nitride Arrow Head
tconstruct:arrow_head:0, Thorium Arrow Head
tconstruct:arrow_head:0, Uranium Arrow Head
tconstruct:arrow_head:0, Magnesium Arrow Head
tconstruct:arrow_head:0, Chocolate Arrow Head
tconstruct:arrow_head:0, Ichorium Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:arrow_shaft:0, Treated Wood Arrow Shaft
tconstruct:arrow_shaft:0, Shadowium Arrow Shaft
tconstruct:arrow_shaft:0, Orichalcos Arrow Shaft
tconstruct:arrow_shaft:0, Mossy Stick Arrow Shaft
tconstruct:arrow_shaft:0, Cactus Thorn Arrow Shaft
tconstruct:arrow_shaft:0, Poison Stinger Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:fletching:0, Black Feather Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:bolt_core:0, Treated Wood-Iron Bolt Core
tconstruct:bolt_core:0, Shadowium-Iron Bolt Core
tconstruct:bolt_core:0, Orichalcos-Iron Bolt Core
tconstruct:bolt_core:0, Mossy Stick-Iron Bolt Core
tconstruct:bolt_core:0, Cactus Thorn-Iron Bolt Core
tconstruct:bolt_core:0, Poison Stinger-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
